doe_number,instance_number,cycle,cycling_substate,start_time,end_time,capacity,time,energy,energy_rest,battery_capacity_charge_bulk,capacity_charge_cc,capacity_charge_cv,time_charge_cc,time_charge_cv,wh_charge_bulk,energy_charge_cc,energy_charge_cv,avg_temp,max_temp,min_temp,ambient_temperature_deg_c_avg,ambient_temperature_deg_c_max,ambient_temperature_deg_c_min,delta_temp,mean_mean_voltage,min_mean_voltage,max_mean_voltage,mean_min_voltage,min_min_voltage,max_min_voltage,mean_max_voltage,min_max_voltage,max_max_voltage,mean_mean_current,min_mean_current,max_mean_current,mean_min_current,min_min_current,max_min_current,mean_max_current,min_max_current,max_max_current,avg_sum_cell_voltage_v,avg_cell1_voltage_v,min_cell1_voltage_v,max_cell1_voltage_v,avg_cell2_voltage_v,max_cell2_voltage_v,min_cell2_voltage_v,avg_cell3_voltage_v,min_cell3_voltage_v,max_cell3_voltage_v,avg_cell4_voltage_v,min_cell4_voltage_v,max_cell4_voltage_v,avg_cell5_voltage_v,min_cell5_voltage_v,max_cell5_voltage_v,avg_cell6_voltage_v,min_cell6_voltage_v,max_cell6_voltage_v,avg_rest_current_a,min_rest_current_a,max_rest_current_a,avg_rest_voltage_v,min_rest_voltage_v,max_rest_voltage_v,capacity_5_minutes,capacity_10_minutes,capacity_15_minutes,capacity_20_minutes,capacity_25_minutes,capacity_30_minutes,capacity_35_minutes,capacity_40_minutes,capacity_45_minutes,capacity_50_minutes,capacity_55_minutes,capacity_60_minutes,capacity_90_minutes,capacity_120_minutes,capacity_150_minutes,capacity_180_minutes,dcir
testCell,21,211,DISCHARGE REST,2023-12-03 10:13:11.567,2023-12-03 10:13:11.567,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,22,211,DISCHARGE REST,2023-12-03 17:41:57.801,2023-12-04 22:49:02.002,,1747.0700166666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,23,211,DISCHARGE REST,2023-12-02 12:15:24.904,2023-12-02 12:15:24.904,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,24,211,DISCHARGE REST,2023-12-02 16:33:23.615,2023-12-02 16:33:23.615,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,25,211,DISCHARGE REST,2023-12-03 14:23:52.843,2023-12-03 14:23:52.843,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,21,210,CHARGE,2023-12-03 08:20:10.461,2023-12-03 08:57:50.176,2.5617,37.66191666666667,10.2292,,1.8318,,0.7288,,17.98575,7.1709,,3.0583,7.744065414178111,13.599182,0.39938354,25.332064224191395,25.695877,25.014954,13.19979846,3.9670597185644527,3.2556763,4.203308,3.800080688812586,3.1050262,4.0722504,4.081978968719539,3.2767792,4.3238373,4.076467604860212,7.5361023,0.35577393,13.449947490456404,19.244537,0.45281982,9.267758806747883,0.25875854,11.158585,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018214188,0.6261074,1.2485757,1.8700808,2.247225,2.4331374,2.5291722,2.5608456,2.5608456,2.5608456,2.5608456,2.5608456,2.5608456,2.5608456,2.5608456,2.5608456,
testCell,21,210,CHARGE REST,2023-12-03 08:57:50.231,2023-12-03 09:27:46.920,,29.944816666666668,,0.0002,,,,,,,,,1.1222331487041557,3.7993317,0.1993866,25.33060907823961,25.936203,24.97757,3.5999451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,21,210,DCIR,2023-12-03 09:27:47.534,2023-12-03 09:28:12.755,0.0543,0.42035,,0.2227,,,,,,,,,0.2973442848979592,0.39938354,0.1993866,24.980021816326524,25.022964,24.921494,0.1999969399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,2.5057895,
testCell,21,210,DISCHARGE,2023-12-03 09:28:12.775,2023-12-03 09:43:13.880,2.508,15.018416666666669,8.457,,,2.508,,15.009533333333334,,,8.457,,9.837883584915252,18.799103,0.39938354,24.9868552440678,25.498276,24.686508,18.39971946,3.378170216892656,2.5039062,3.8763885,3.377502933333333,2.5039062,3.874878,3.379449619830509,2.5054169,3.8794098,10.006491195480232,6.824524,10.349991,9.96166611485876,6.7921753,10.317642,10.041373505423737,6.8568726,10.414673,,,,,,,,,,,,,,,,,,,,,,,,,,1.671898,0.8368232,0.0018358602,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,-0.002408267,0.0264
testCell,21,210,DISCHARGE REST,2023-12-03 09:43:14.140,2023-12-03 10:13:11.065,,29.94875,,0.0525,,,,,,,,,5.498938986833743,19.399094,0.5993805,25.5636096809291,26.072388,25.116425,18.799713500000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,22,210,CHARGE,2023-12-03 15:50:53.413,2023-12-03 16:26:57.045,2.5044,36.06053333333333,10.014,,1.8065,,0.6969,,16.55705,7.0888,,2.9252,7.177063066655863,12.3992,0.79937744,25.405123455218696,26.28334,25.092392,11.59982256,3.9639709715806495,3.2784119,4.2028503,3.798926944272159,3.1310883,4.070572,4.075731587641751,3.2904358,4.323105,4.163407680409854,7.492584,0.16217041,13.58529175056235,19.266647,0.42166138,9.299935532596637,0.29193115,10.509064,,,,,,,,,,,,,,,,,,,,,,,,,,9.2130584e-05,0.6229812,1.2448431,1.8641877,2.2306025,2.407063,2.4915564,2.5032547,2.5032547,2.5032547,2.5032547,2.5032547,2.5032547,2.5032547,2.5032547,2.5032547,
testCell,22,210,CHARGE REST,2023-12-03 16:26:57.054,2023-12-03 16:56:54.112,,29.950966666666663,,0.0135,,,,,,,,,1.5232050261980437,4.5993195,0.39938354,26.14757847982885,26.534348,25.287323,4.19993596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,22,210,DCIR,2023-12-03 16:56:54.720,2023-12-03 16:57:19.974,0.0543,0.4209,,0.2219,,,,,,,,,0.39938354,0.39938354,0.39938354,26.34230475510204,26.440887,26.243286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,2.448205,0.0267
testCell,22,210,DISCHARGE,2023-12-03 16:57:19.975,2023-12-03 17:11:59.997,2.4489,14.667033333333334,8.2584,,,2.4489,,14.658166666666666,,,8.2584,,8.288383532789348,15.599152,0.39938354,25.533382021990743,26.256638,25.26062,15.19976846,3.3776482832175923,2.5072784,3.863144,3.377007148206019,2.5072784,3.8616333,3.3788879532986105,2.508789,3.86615,10.00712536805556,6.843872,10.054977,9.964405929398152,6.811432,10.022537,10.038549142361122,6.843872,10.152283,,,,,,,,,,,,,,,,,,,,,,,,,,1.6143909,0.77905965,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,-0.0008643134,
testCell,22,210,DISCHARGE REST,2023-12-03 17:12:00.332,2023-12-03 17:41:57.302,,29.9495,,0.0345,,,,,,,,,5.669352024486551,16.799133,0.79937744,26.356275540953543,26.689224,25.565033,15.99975556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,23,210,CHARGE,2023-12-02 10:24:09.498,2023-12-02 11:00:31.167,2.506,36.36115,10.0056,,1.7967,,0.7083,,16.993316666666665,7.0365,,2.9691,4.693794304263122,7.9992676,0.79937744,25.725491983268395,26.948242,25.004272,7.19989016,3.968661770708231,3.2958221,4.2049713,3.7974612539307806,3.1299744,4.0662537,4.085979434953014,3.3108978,4.328598,4.125419610451981,7.5395813,0.22650146,13.528416417162456,19.253433,0.48538208,9.27592925286499,0.29122925,11.293182,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017607337,0.62655574,1.2515866,1.8690281,2.2305653,2.4047616,2.489775,2.5048797,2.5048797,2.5048797,2.5048797,2.5048797,2.5048797,2.5048797,2.5048797,2.5048797,
testCell,23,210,CHARGE REST,2023-12-02 11:00:31.320,2023-12-02 11:30:25.428,,29.9018,,0.0,,,,,,,,,1.098028135085574,2.799347,0.1993866,26.660247625916863,27.02835,25.468903,2.5999604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,23,210,DCIR,2023-12-02 11:30:26.036,2023-12-02 11:30:51.247,0.0543,0.4201833333333333,,0.2217,,,,,,,,,0.3463231273469388,0.39938354,0.1993866,26.73827030612245,26.902847,26.617126,0.1999969399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,2.4498928,0.0268
testCell,23,210,DISCHARGE,2023-12-02 11:30:51.248,2023-12-02 11:45:29.913,2.4492,14.644416666666666,8.2432,,,2.4492,,14.63555,,,8.2432,,5.50995368675926,10.399231,0.39938354,26.143847211805568,26.6465,25.898819,9.99984746,3.376018453472222,2.502777,3.868744,3.3754854113425927,2.502777,3.8672485,3.37729774542824,2.5042877,3.8732758,10.009090642939825,6.860031,10.063553,9.965928599247697,6.8276825,10.031189,10.037706365740748,6.892395,10.0959015,,,,,,,,,,,,,,,,,,,,,,,,,,1.6157552,0.7790741,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,0.0005102496,
testCell,23,210,DISCHARGE REST,2023-12-02 11:45:30.117,2023-12-02 12:15:24.407,,29.90483333333333,,0.0,,,,,,,,,3.5532473919559955,10.999222,0.79937744,26.74623389425428,26.948242,26.107101,10.19984456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,24,210,CHARGE,2023-12-02 14:39:57.056,2023-12-02 15:18:30.564,2.5046,38.55846666666666,10.0444,,1.7509,,0.7527,,19.49653333333333,6.8817,,3.1627,5.252570547596966,9.79924,0.1993866,26.27759483856989,26.56105,25.888138,9.5998534,3.984701359934988,3.288498,4.203308,3.830290396294689,3.1528473,4.0782166,4.094709265287106,3.3141174,4.31633,3.898028407043774,7.522583,0.19371033,13.19257704379191,19.113174,0.5165863,9.27701461336942,0.3874359,11.170868,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002652976,0.62333405,1.2455014,1.8557452,2.1944928,2.3654816,2.4602814,2.5035522,2.5035522,2.5035522,2.5035522,2.5035522,2.5035522,2.5035522,2.5035522,2.5035522,
testCell,24,210,CHARGE REST,2023-12-02 15:18:30.958,2023-12-02 15:48:29.884,,29.9821,,0.005,,,,,,,,,0.6295756296891689,1.9993591,-0.00061035156,26.523116349022,26.790695,26.08574,1.99996945156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,24,210,DCIR,2023-12-02 15:48:30.492,2023-12-02 15:48:55.751,0.0542,0.4209833333333333,,0.2217,,,,,,,,,0.0565316346,0.1993866,-0.00061035156,26.311841632653056,26.36879,26.267319,0.19999695156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,2.4486775,
testCell,24,210,DISCHARGE,2023-12-02 15:48:55.771,2023-12-02 16:03:24.321,2.4142,14.475833333333332,8.1191,,,2.4142,,14.46695,,,8.1191,,7.274513354999998,13.999176,0.1993866,26.32760081220657,26.801376,25.976257,13.7997894,3.3654233281690145,2.5047913,3.8702393,3.364813915669015,2.5047913,3.867218,3.366673080340376,2.5063019,3.8732452,10.004634201525803,6.8122864,10.073151,9.96361156396712,6.779999,10.040863,10.037338727699522,6.844574,10.105438,,,,,,,,,,,,,,,,,,,,,,,,,,1.6164057,0.78150594,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.03432722,0.0267
testCell,24,210,DISCHARGE REST,2023-12-02 16:03:24.686,2023-12-02 16:33:23.117,,29.97385,,0.0003,,,,,,,,,4.096393138973107,14.599167,0.1993866,26.694053942542777,26.972275,26.438217,14.3997804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,25,210,CHARGE,2023-12-03 12:32:14.579,2023-12-03 13:10:41.216,2.2075,38.44395,8.9388,,1.3934,,0.813,,22.3136,5.5301,,3.4087,4.904107658249413,10.399231,-0.00061035156,25.305664057688137,25.698547,24.958878,10.39984135156,4.032707761548464,3.4058838,4.20195,3.871519033203203,3.2521057,4.069275,4.149567101626547,3.4209595,4.325577,3.4390671961722017,7.541214,0.22654724,12.527365263522016,18.998657,0.4854889,9.273389965836028,0.32366943,11.198517,,,,,,,,,,,,,,,,,,,,,,,,,,3.328901e-05,0.6261318,1.251838,1.7405386,1.9625075,2.087078,2.1665144,2.2063632,2.2063632,2.2063632,2.2063632,2.2063632,2.2063632,2.2063632,2.2063632,2.2063632,
testCell,25,210,CHARGE REST,2023-12-03 13:10:41.283,2023-12-03 13:40:36.222,,29.915650000000003,,0.0,,,,,,,,,0.1698026957188262,1.3993683,-0.2006073,25.34995562041565,25.858765,24.862747,1.5999755999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,25,210,DCIR,2023-12-03 13:40:36.830,2023-12-03 13:41:02.045,0.0543,0.42025,,0.22,,,,,,,,,-0.078160188710204,-0.00061035156,-0.2006073,25.67914685714286,25.71724,25.62912,0.19999694844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,2.1513517,0.0284
testCell,25,210,DISCHARGE,2023-12-03 13:41:02.049,2023-12-03 13:53:57.171,2.159,12.9187,7.1237,,,2.159,,12.909883333333331,,,7.1237,,8.017902452910736,15.799149,-0.00061035156,25.35545563057744,25.679855,25.151138,15.79975935156,3.309051554265092,2.5042877,3.8491516,3.308408402559055,2.5042877,3.847641,3.3103295067585297,2.505783,3.8536682,10.004389454461943,6.7644196,10.130447,9.96210267519684,6.699692,10.0980835,10.03677479127298,6.7967834,10.195175,,,,,,,,,,,,,,,,,,,,,,,,,,1.3176643,0.48132575,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,-0.007852739,
testCell,25,210,DISCHARGE REST,2023-12-03 13:53:57.406,2023-12-03 14:23:52.345,,29.915650000000003,,0.0,,,,,,,,,3.7570340144401992,16.199142,-0.00061035156,25.751807854523225,26.224594,25.17517,16.199752351559997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,21,209,CHARGE,2023-12-03 06:27:37.173,2023-12-03 07:04:53.187,2.5386,37.2669,10.1413,,1.8207,,0.7169,,17.663183333333333,7.1321,,3.0091,7.775939113045227,13.799179,0.39938354,25.28522431325571,25.586395,24.934845,13.39979546,3.966243982310779,3.2617035,4.203308,3.800112503627409,3.1110535,4.0707397,4.081355529377516,3.2782898,4.325348,4.083729368872589,7.5361023,0.29109192,13.47159759052848,19.276886,0.4204712,9.263187943712488,0.29110718,11.158585,,,,,,,,,,,,,,,,,,,,,,,,,,9.116268e-05,0.6231363,1.2465369,1.8671604,2.2373574,2.4185867,2.511163,2.5375297,2.5375297,2.5375297,2.5375297,2.5375297,2.5375297,2.5375297,2.5375297,2.5375297,
testCell,21,209,CHARGE REST,2023-12-03 07:04:53.238,2023-12-03 07:34:50.338,,29.951666666666664,,0.0669,,,,,,,,,1.181278702444987,3.7993317,0.39938354,25.29639151283619,25.786667,24.929504,3.39994816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,21,209,DCIR,2023-12-03 07:34:50.946,2023-12-03 07:35:16.199,0.0543,0.4208833333333333,,0.2222,,,,,,,,,0.4157098224489797,0.5993805,0.39938354,25.49506055102041,25.519638,25.43953,0.19999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,2.4825258,0.0268
testCell,21,209,DISCHARGE,2023-12-03 07:35:16.200,2023-12-03 07:50:12.764,2.4956,14.942733333333331,8.4147,,,2.4956,,14.93375,,,8.4147,,9.924848643168652,18.799103,0.5993805,25.556865879046004,25.759964,25.364761,18.1997225,3.377862059454856,2.5009003,3.874878,3.37724605758092,2.5009003,3.8733826,3.379125592617831,2.5023956,3.8778992,10.007802981260662,6.824524,10.058899,9.96500907001704,6.7921753,10.02655,10.038602304713244,6.8568726,10.123581,,,,,,,,,,,,,,,,,,,,,,,,,,1.6486901,0.81344306,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,-0.013303138,
testCell,21,209,DISCHARGE REST,2023-12-03 07:50:12.849,2023-12-03 08:20:09.854,,29.950083333333332,,0.0,,,,,,,,,5.526200183875306,19.399094,0.5993805,25.49743353178484,26.056366,25.044327,18.799713500000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,22,209,CHARGE,2023-12-03 14:00:21,2023-12-03 14:35:53.051,2.4826,35.53418333333333,9.9268,,1.7973,,0.6842,,16.103383333333333,7.0536,,2.8732,7.272851620530888,12.3992,0.9993744,25.6012427463002,26.753311,25.06836,11.3998256,3.961621820225507,3.2814178,4.2028503,3.7963397524312894,3.1310883,4.070572,4.0733032853183,3.2919312,4.323105,4.188963042389708,7.5898895,0.16217041,13.62325756468168,19.266647,0.38923645,9.2989997981325,0.29193115,10.573944,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026556585,0.6221162,1.245004,1.8630792,2.2224884,2.3946831,2.4756014,2.481357,2.481357,2.481357,2.481357,2.481357,2.481357,2.481357,2.481357,2.481357,
testCell,22,209,CHARGE REST,2023-12-03 14:35:53.057,2023-12-03 15:05:50.276,,29.95365,,0.1143,,,,,,,,,1.5724707774694369,4.7993164,0.39938354,26.10727116320293,26.515656,25.08171,4.399932860000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,22,209,DCIR,2023-12-03 15:05:50.887,2023-12-03 15:06:16.136,0.0542,0.4208166666666666,,0.2214,,,,,,,,,0.39938354,0.39938354,0.39938354,26.398326285714287,26.523666,26.27533,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,2.4264202,0.0268
testCell,22,209,DISCHARGE,2023-12-03 15:06:16.137,2023-12-03 15:20:55.659,2.4475,14.6587,8.2553,,,2.4475,,14.649816666666666,,,8.2553,,8.308122154892876,15.799149,0.39938354,25.74497364562827,26.299362,25.62378,15.39976546,3.3780922411117547,2.505783,3.8676453,3.3774646526346266,2.5042725,3.8646393,3.379334255587724,2.5072784,3.8721619,10.007623438911413,6.843872,10.054977,9.965067156340478,6.811432,10.022537,10.038314251302848,6.876297,10.119843,,,,,,,,,,,,,,,,,,,,,,,,,,1.5925069,0.75715655,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,-0.021277077,
testCell,22,209,DISCHARGE REST,2023-12-03 15:20:55.953,2023-12-03 15:50:52.805,,29.947533333333336,,0.0139,,,,,,,,,5.672897205378972,16.799133,0.79937744,26.47856527017115,26.790695,25.642471,15.99975556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,23,209,CHARGE,2023-12-02 08:33:01.506,2023-12-02 09:09:15.097,2.497,36.22651666666666,9.9683,,1.7928,,0.7031,,16.906933333333335,7.0213,,2.947,4.683238129284565,7.9992676,0.79937744,25.789184804922936,26.897507,25.084381,7.19989016,3.968066690683232,3.2958221,4.2034607,3.791812756682768,3.1329956,4.0677643,4.08527704506556,3.3108978,4.3301086,4.125657253847481,7.5395813,0.22650146,13.518822895256449,18.962204,0.48538208,9.277392359760745,0.25888062,11.293182,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005217141,0.6274048,1.2530704,1.8697796,2.2256591,2.3980277,2.482162,2.495838,2.495838,2.495838,2.495838,2.495838,2.495838,2.495838,2.495838,2.495838,
testCell,23,209,CHARGE REST,2023-12-02 09:09:15.198,2023-12-02 09:39:09.558,,29.906,,0.0,,,,,,,,,1.1102528861246932,2.799347,0.39938354,26.45809740709046,26.918869,25.145798,2.39996346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,23,209,DCIR,2023-12-02 09:39:10.166,2023-12-02 09:39:35.362,0.0543,0.4199333333333334,,0.2221,,,,,,,,,0.39938354,0.39938354,0.39938354,26.799142,26.908188,26.699905,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,2.4408422,
testCell,23,209,DISCHARGE,2023-12-02 09:39:35.382,2023-12-02 09:54:14.452,2.45,14.651166666666668,8.2474,,,2.45,,14.642283333333332,,,8.2474,,5.520878525841528,10.399231,0.39938354,26.15226769519954,26.718597,25.896149,9.99984746,3.3769785413533837,2.5042877,3.8717651,3.37638122498554,2.5042877,3.868744,3.378210595026025,2.505783,3.8747864,10.00659573973396,6.892395,10.063553,9.964544277906317,6.8276825,10.031189,10.037234476576057,6.892395,10.0959015,,,,,,,,,,,,,,,,,,,,,,,,,,1.6070305,0.76898736,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,-0.009321416,0.0265
testCell,23,209,DISCHARGE REST,2023-12-02 09:54:14.736,2023-12-02 10:24:08.891,,29.90258333333333,,0.0,,,,,,,,,3.582220054572133,10.799225,0.5993805,26.78019024755501,27.031021,25.920181,10.1998445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,24,209,CHARGE,2023-12-02 12:47:05.335,2023-12-02 13:25:05.431,2.4833,38.0016,9.9564,,1.7426,,0.7396,,19.0191,6.8485,,3.1079,5.341185430797977,9.79924,0.39938354,26.400587785227497,26.699905,25.960236,9.39985646,3.982680987623646,3.2930145,4.203308,3.827587292767638,3.1483307,4.076706,4.092939023389758,3.3110962,4.3178406,3.9213820519615337,7.522583,0.16142273,13.226174607452114,18.919464,0.4842987,9.278849437850049,0.35514832,11.13858,,,,,,,,,,,,,,,,,,,,,,,,,,0.000599837,0.6243389,1.2466155,1.8549594,2.1881847,2.355231,2.446739,2.4823244,2.4823244,2.4823244,2.4823244,2.4823244,2.4823244,2.4823244,2.4823244,2.4823244,
testCell,24,209,CHARGE REST,2023-12-02 13:25:05.492,2023-12-02 13:55:03.975,,29.974716666666662,,0.0,,,,,,,,,0.6502354601930809,2.199356,-0.00061035156,26.57621034413203,26.83609,26.203232,2.19996635156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,24,209,DCIR,2023-12-02 13:55:04.584,2023-12-02 13:55:29.831,0.0542,0.4207833333333333,,0.2216,,,,,,,,,0.06061320504,0.1993866,-0.00061035156,26.50922512244898,26.566391,26.430206,0.19999695156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,2.4274147,
testCell,24,209,DISCHARGE,2023-12-02 13:55:29.851,2023-12-02 14:09:57.279,2.4113,14.457133333333331,8.111,,,2.4113,,14.448233333333333,,,8.111,,7.283297278331375,13.999176,0.1993866,26.80217804817861,27.241974,26.320724,13.7997894,3.366382423266745,2.5138397,3.8702393,3.365739591950647,2.512329,3.867218,3.367649594418332,2.5153503,3.8732452,10.004857151821373,6.8122864,10.396011,9.962193046415967,6.779999,10.363724,10.038794961809623,6.844574,10.460571,,,,,,,,,,,,,,,,,,,,,,,,,,1.5951157,0.7601892,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.015961021,0.027
testCell,24,209,DISCHARGE REST,2023-12-02 14:09:57.668,2023-12-02 14:39:56.448,,29.979666666666667,,0.053,,,,,,,,,4.079400734070905,14.599167,0.1993866,26.8723788997555,27.19925,26.27533,14.3997804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testCell,25,209,CHARGE,2023-12-03 10:40:35.635,2023-12-03 11:19:01.199,2.2177,38.42606666666666,8.9763,,1.4026,,0.8141,,22.222,5.563,,3.4133,4.920902712038663,10.199234,-0.00061035156,25.16873471664135,25.693207,24.601059,10.19984435156,4.032074842894334,3.4058838,4.2034607,3.8735340741158617,3.2460632,4.0707855,4.148810959969626,3.4209595,4.3240814,3.45583289327186,7.541214,0.22654724,12.55027257426773,18.966293,0.4854889,9.275321099448888,0.29130554,11.2956085,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006324954,0.62736785,1.2517765,1.7460353,1.9714968,2.09695,2.1769645,2.2166717,2.2166717,2.2166717,2.2166717,2.2166717,2.2166717,2.2166717,2.2166717,2.2166717,
